PMID,FAU
32599245,"Prasad, Kartikay # Khatoon, Fatima # Rashid, Summya # Ali, Nemat # AlAsmari, Abdullah F # Ahmed, Mohammad Z # Alqahtani, Ali S # Alqahtani, Mohammed S # Kumar, Vijay"
32548651,"Buder, F # Hitzenbichler, F # Ehrenstein, B # Salzberger, B"
32421910,"Yoo, Si Yoon # Lee, Youngseok # Lee, Ga Hee # Kim, Dong Hyun"
32640179,"Weisberg, Ellen # Sattler, Martin # Yang, Priscilla L # Parent, Alexander # Gray, Nathanael # Griffin, James D"
32587153,"Ali, Mohammad Javed"
32437926,"Ma, Cuiqing # Su, Shan # Wang, Jiachao # Wei, Lin # Du, Lanying # Jiang, Shibo"
32315809,"Wang, Xiong # Tan, Li # Wang, Xu # Liu, Weiyong # Lu, Yanjun # Cheng, Liming # Sun, Ziyong"
32965016,"Bai, Y # Xu, Y # Wang, X # Sun, C # Guo, Y # Qiu, S # Ma, K"
32515404,"Ejaz, Kiran # Kauser, Tanveer # Siddiqa, Amnah"
32344177,"Andreani, Julien # Le Bideau, Marion # Duflot, Isabelle # Jardot, Priscilla # Rolland, Clara # Boxberger, Manon # Wurtz, Nathalie # Rolain, Jean # Colson, Philippe # La Scola, Bernard # Raoult, Didier"
32114744,"Chen, S # Huang, B # Luo, D J # Li, X # Yang, F # Zhao, Y # Nie, X # Huang, B X"
32206694,"Kumar, Swatantra # Maurya, Vimal K # Prasad, Anil K # Bhatt, Madan L B # Saxena, Shailendra K"
32512290,"Drak Alsibai, Kinan"
32269100,"Nalla, Arun K # Casto, Amanda M # Huang, Meei # Perchetti, Garrett A # Sampoleo, Reigran # Shrestha, Lasata # Wei, Yulun # Zhu, Haiying # Jerome, Keith R # Greninger, Alexander L"
32518636,"Piovani, Daniele # Pansieri, Claudia # Peyrin # Danese, Silvio # Bonovas, Stefanos"
33172405,"Akbarialiabad, Hossein # Kavousi, Shahin # Ghahramani, Aria # Bastani, Bahar # Ghahramani, Nasrollah"
33027607,"Cho, Eun Young # Choi, Eun Hwa # Kim, Jong"
32227642,"Cheong, Kang Hao # Jones, Michael C"
32194944,"Chen, Yu Wai # Yiu, Chin # Wong, Kwok"
32959032,"Doanvo, Anhvinh # Qian, Xiaolu # Ramjee, Divya # Piontkivska, Helen # Desai, Angel # Majumder, Maimuna"
32720031,"Taverna, Gianluigi # Di Francesco, Simona # Borroni, Elena Monica # Yiu, Daniel # Toniato, Elena # Milanesi, Samantha # Chiriva # Bresalier, Robert S # Zanoni, Matteo # Vota, Paolo # Maffei, Davide # Justich, Matteo # Grizzi, Fabio"
32293083,"Marongiu, Francesco # Grandone, Elvira # Barcellona, Doris"
33064679,"De León # Hernández # Olmo # Cruz # Bonifaz, Laura C"
32269766,"Lee, Chloe H # Koohy, Hashem"
32060789,"Jiang, Shibo # Shi, Zheng"
33037572,"Liu, Xuchun # Zhou, Li # Zhu, Yan"
32181483,"Zhong, Ping # Guo, Songxue # Chen, Ting"
32070391,"Liu, Yong # Li, Jinxiu # Feng, Yongwen"
32187929,"Tian, H Y"
32088598,"Jalava, Katri"
32391309,"Sun, Chuan # Wang, Yue # Liu, Geng # Liu, Zhe"
32322107,"Stumpfe, Florian M # Titzmann, Adriana # Schneider, Michael O # Stelzl, Patrick # Kehl, Sven # Fasching, Peter A # Beckmann, Matthias W # Ensser, Armin"
32363707,"Liya, Guo # Yuguang, Wang # Jian, Liu # Huaiping, Yuan # Xue, Han # Jianwei, Huo # Jiaju, Ma # Youran, Lu # Chen, Ming # Yiqing, Jiao"
32582719,"Yu, Jie # Chai, Peiwei # Ge, Shengfang # Fan, Xianqun"
32530929,"Lamb, Laura E # Bartolone, Sarah N # Ward, Elijah # Chancellor, Michael B"
32536226,"Teymoori # Samadizadeh, Saeed # Tabarraei, Alijan # Moradi, Abdolvahab # Shahbaz, Mahsa Bataghva # Tahamtan, Alireza"
32247931,"Wang, Jingzhong # Liao, Yi # Wang, Xiaoyang # Li, Yichong # Jiang, Dan # He, Jianfan # Zhang, Shunxiang # Xia, Junjie"
32186951,"Ahmad, Tauseef # Hui, Jin"
32597484,"Carmo, Rodrigo F # Nunes, Bruno E B R # Machado, Michael F # Armstrong, Anderson C # Souza, Carlos D F"
32698862,"Fakheran, Omid # Dehghannejad, Mandana # Khademi, Abbasali"
32351056,"Yu, Wen # Tang, Guang # Zhang, Li # Corlett, Richard T"
32415481,"Wang, Yueying # Roever, Leonardo # Tse, Gary # Liu, Tong"
32960938,"Shi, Junfeng # Wen, Jin # Zhang, Wenjie # Wang, Jie # Zhu, Ziyuan # Avivi # Jiang, Xinquan"
32198708,"Xu, Jiuyang # Chen, Yijun # Chen, Hao # Cao, Bin"
32850916,"Farhat, Ryan M # Mousa, Mohammad A # Daas, Eshaan J # Glassberg, Marilyn K"
32300496,"Ramphul, Kamleshun # Mejias, Stephanie G"
32511449,"Broughton, James P # Deng, Xianding # Yu, Guixia # Fasching, Clare L # Singh, Jasmeet # Streithorst, Jessica # Granados, Andrea # Sotomayor # Zorn, Kelsey # Gopez, Allan # Hsu, Elaine # Gu, Wei # Miller, Steve # Pan, Chao # Guevara, Hugo # Wadford, Debra A # Chen, Janice S # Chiu, Charles Y"
32817221,"Weston, Stuart # Coleman, Christopher M # Haupt, Robert # Logue, James # Matthews, Krystal # Li, Yize # Reyes, Hanako M # Weiss, Susan R # Frieman, Matthew B"
32164082,"Yuan, X # Mu, J S # Mo, G X # Hu, X S # Yan, P # Xie, L X"
32171622,"Ammad Ud Din, Mohammad # Boppana, Leela Krishna Teja"
32922406,"Zhang, Yun # Li, Bi # Ning, Bo"
32853492,"Washington # Cirilo, Rose"
32603290,"L'Huillier, Arnaud G # Torriani, Giulia # Pigny, Fiona # Kaiser, Laurent # Eckerle, Isabella"
32817773,"Afolabi, Babalola I # Idowu, Bukunmi M # Onigbinde, Stephen O"
32081569,"Ung, Carolina Oi Lam"
32100667,"Haider, Najmul # Yavlinsky, Alexei # Simons, David # Osman, Abdinasir Yusuf # Ntoumi, Francine # Zumla, Alimuddin # Kock, Richard"
32883744,"Procop, Gary W # Shrestha, Nabin K # Vogel, Sherilynn # Van Sickle, Kelly # Harrington, Susan # Rhoads, Daniel D # Rubin, Brian P # Terpeluk, Paul"
32989996,"Hlavaty, T # Krajcovicova, A"
32798373,"Talluri, Sekhar"
32234465,"Kang, Shuntong # Peng, Wenyao # Zhu, Yuhao # Lu, Shiyao # Zhou, Min # Lin, Wei # Wu, Wenfang # Huang, Shu # Jiang, Liping # Luo, Xuan # Deng, Meichun"
32462501,"Farfour, Eric # Lesprit, Philippe # Visseaux, Benoit # Pascreau, Tiffany # Jolly, Emilie # Houhou, Nadira # Mazaux, Laurence # Asso # Vasse, Marc"
32683296,"Noorimotlagh, Zahra # Karami, Chiman # Mirzaee, Seyyed Abbas # Kaffashian, Mohammadreza # Mami, Sanaz # Azizi, Mahdieh"
32019667,"Pullano, Giulia # Pinotti, Francesco # Valdano, Eugenio # Boëlle, Pierre # Poletto, Chiara # Colizza, Vittoria"
32219625,"Tan, Yu # Wang, Jun # Zhao, Kai # Han, Lin # Zhang, Hua # Niu, Hong # Shu, Kai # Lei, Ting"
32200634,"Zhang, Chengxin # Zheng, Wei # Huang, Xiaoqiang # Bell, Eric W # Zhou, Xiaogen # Zhang, Yang"
32294051,"Waggoner, Jesse J # Stittleburg, Victoria # Pond, Renee # Saklawi, Youssef # Sahoo, Malaya K # Babiker, Ahmed # Hussaini, Laila # Kraft, Colleen S # Pinsky, Benjamin A # Anderson, Evan J # Rouphael, Nadine"
32461287,"Moore, Nicholas M # Li, Haiying # Schejbal, Debra # Lindsley, Jennifer # Hayden, Mary K"
32391371,"Rebeaud, Mathieu E # Zores, Florian"
32496715,"Lvov, D K # Alkhovsky, S V # Kolobukhina, L V # Burtseva, E I"
32608516,"Keles, Esra # Akis, Serkan # Kemal Ozturk, Ugur # Eser Ozyurek, Sefik # Api, Murat"
32294518,"Tort, Fernando L # Castells, Matías # Cristina, Juan"
32591666,"Shamsoddin, Erfan"
32599282,"Fukumoto, Tatsuya # Iwasaki, Sumio # Fujisawa, Shinichi # Hayasaka, Kasumi # Sato, Kaori # Oguri, Satoshi # Taki, Keisuke # Nakakubo, Sho # Kamada, Keisuke # Yamashita, Yu # Konno, Satoshi # Nishida, Mutsumi # Sugita, Junichi # Teshima, Takanori"
32643980,"Fu, Tian # Deng, Minzi # Wang, Xiaoyan # Yang, Fei"
32557648,"Ghaebi, Mahnaz # Osali, Abdolreza # Valizadeh, Hamed # Roshangar, Leila # Ahmadi, Majid"
32162456,"Ton, Anh # Gentile, Francesco # Hsing, Michael # Ban, Fuqiang # Cherkasov, Artem"
32142938,"Fahmi, Muhamad # Kubota, Yukihiko # Ito, Masahiro"
32301750,"Lippi, Giuseppe # Salvagno, Gian Luca # Pegoraro, Manuela # Militello, Valentina # Caloi, Cecilia # Peretti, Angelo # Gaino, Stefania # Bassi, Antonella # Bovo, Chiara # Lo Cascio, Giuliana"
32143123,"Cordes, Anne K # Heim, Albert"
32749643,"Kumar, Ashish # Arora, Anil # Sharma, Praveen # Anikhindi, Shrihari Anil # Bansal, Naresh # Singla, Vikas # Khare, Shivam # Srivastava, Abhishyant"
33272175,"Dërmaku # Sopjani, Mentor"
32973803,"Ahmed # Sisson, Brianna # Shukla, Rajni Kant # Wijewantha, Yasasvi # Funderburg, Nicholas T # Li, Zihai # Hayes, Don Jr # Demberg, Thorsten # Liyanage, Namal P M"
32592048,"Harmooshi, Narges Nazari # Shirbandi, Kiarash # Rahim, Fakher"
32938761,"Lokugamage, Kumari G # Hage, Adam # de Vries, Maren # Valero # Schindewolf, Craig # Dittmann, Meike # Rajsbaum, Ricardo # Menachery, Vineet D"
32606467,"Reddy, Sushma # Wilhite, Ylanda # Von Konrat, Matt"
32730735,"Lee, Hong # Lin, Sheng"
32320687,"Jaimes, Javier A # André, Nicole M # Chappie, Joshua S # Millet, Jean K # Whittaker, Gary R"
32060933,"Wassenaar, T M # Zou, Y"
33014380,"Khan, Z # Ghafoor, D # Khan, A # Ualiyeva, D # Khan, S A # Bilal, H # Khan, B # Khan, A # Sajjad, W"
32112887,"Fu, Xinmiao # Ying, Qi # Zeng, Tieyong # Long, Tao # Wang, Yan"
33086857,"Cimrman, Š # Macková, L # Král, V # Bartoš, H # Stiborová, I # Dlouhý, P"
32603652,"Liu, Jingtao # Huang, Jiaquan # Xiang, Dandan"
32604842,"Boukhatem, Mohamed Nadjib # Setzer, William N"
32551560,"Song, Yanling # Song, Jia # Wei, Xinyu # Huang, Mengjiao # Sun, Miao # Zhu, Lin # Lin, Bingqian # Shen, Haicong # Zhu, Zhi # Yang, Chaoyong"
32351851,"Mukherjee, Aveek # Ahmad, Mudassar # Frenia, Douglas"
33140943,"Kryukov, A I # Kazakova, A A # Hecht, A B"
32990100,"Mungroo, Mohammad Ridwane # Khan, Naveed Ahmed # Siddiqui, Ruqaiyyah"
33238848,"Tufan, Ahmet Cevik"
32325129,"Li, Hui # Chen, Kailan # Liu, Maochang # Xu, Hua # Xu, Qiong"
32271374,"Guo, Wen # Jiang, Qian # Ye, Feng # Li, Shao # Hong, Cheng # Chen, Li # Li, Shi"
32191174,"Koenig, Kristi L # Beÿ, Christian K # McDonald, Eric C"
32856065,"Dhir, Shashi Kant # Kumar, Jogender # Meena, Jitendra # Kumar, Praveen"
32546867,"Cyranoski, David"
32405164,"Chiappelli, Francesco"
32614765,"Chan, Kok Hoe # Slim, Jihad"
32549526,"Park, Se Yoon # Yun, Soon Gyu # Shin, Jeong Won # Lee, Bo Young # Son, Hyo # Lee, Seungjae # Lee, Eunjung # Kim, Tae Hyong"
32448490,"Hemmati, Farshad # Saedi, Samira # Hemmati # Zarei, Marzie # Seghatoleslam, Atefeh"
33138197,"Al # Hatmal, Ma'mon M # Sattar, Kamran # Ahmad, Suhana # Mustafa, Mohd Zulkifli # Bittencourt, Marcelo De Carvalho # Mohamud, Rohimah"
32723433,"Kim, Taeshik"
32597077,"Kang, Zhuang # Tang, Mei"
32497323,"Zhuang, Meng # Cheng, Yun # Zhang, Jing # Jiang, Xue # Wang, Li # Deng, Jian # Wang, Pei"
32940187,"Kulanthaivel, Shanmugaraj # Kaliberdenko, Vitalii B # Balasundaram, Keerthanaa # Shterenshis, Michael V # Scarpellini, Emidio # Abenavoli, Ludovico"
32711184,"Drew, Richard J # O'Donnell, Sinéad # LeBlanc, David # McMahon, Mary # Natin, Dominic"
32291906,"Tang, Ning"
32451533,"Sekulic, Miroslav # Harper, Holly # Nezami, Behtash G # Shen, Daniel L # Sekulic, Simona Pichler # Koeth, Aaron T # Harding, Clifford V # Gilmore, Hannah # Sadri, Navid"
32800237,"Hoseinzadeh, Edris # Safoura Javan # Farzadkia, Mahdi # Mohammadi, Farshid # Hossini, Hooshyar # Taghavi, Mahmoud"
33177397,"Ho, Hsiang # Lin, Yen # Wang, Fang # Wu, Chieh # Lee, Chia # Chou, Teh"
32985202,"Vilcek, S"
33072695,"Goyal, Daniel Kumar # Mansab, Fatma"
32821332,"Chireh, Batholomew # Essien, Samuel Kwaku"
32838716,"Sanghai, Nitesh # Shafiq, Kashfia # Tranmer, Geoffrey K"
32139462,"Yao, Yang # Tian, Yao # Zhou, Jing # Ma, Xuan # Yang, Min # Wang, ShengYu"
33015712,"Procop, Gary W # Brock, Jay E # Reineks, Edmunds Z # Shrestha, Nabin K # Demkowicz, Ryan # Cook, Eleanor # Ababneh, Emad # Harrington, Susan M"
32407746,"Wang, Xiang # Wang, Shoujun # Sun, Liangge # Qin, Guijun"
33052305,"Ospanov, Meirambek # León, Francisco # Jenis, Janar # Khan, IKhlas A # Ibrahim, Mohamed A"
33065808,"Zhang, Jing # Chai, Chunwei # Li, Lifang # Qu, Mengrui # Duan, Huiping # Ren, Liping # Zhao, Hui"
32275264,"Moro, Matteo # Vigezzi, Giacomo Pietro # Capraro, Michele # Biancardi, Anna # Nizzero, Paola # Signorelli, Carlo # Odone, Anna"
33078827,"Feng, Zhiwei # Chen, Maozi # Xue, Ying # Liang, Tianjian # Chen, Hui # Zhou, Yuehan # Nolin, Thomas D # Smith, Randall B # Xie, Xiang"
32380200,"Ling, Rongsong # Dai, Yarong # Huang, Boxuan # Huang, Wenjie # Yu, Jianfeng # Lu, Xifeng # Jiang, Yizhou"
32434888,"Milewska, Aleksandra # Kula # Wadas, Jakub # Suder, Agnieszka # Szczepanski, Artur # Dabrowska, Agnieszka # Owczarek, Katarzyna # Marcello, Alessandro # Ochman, Marek # Stacel, Tomasz # Rajfur, Zenon # Sanak, Marek # Labaj, Pawel # Branicki, Wojciech # Pyrc, Krzysztof"
32178970,"Yang, Chu # Chen, Mei"
32645661,"Tao, Shao # Wang, Xue # Feng, Yong # Kang, Po # Li, Qing # Sun, Tian # Tan, Qun # Deng, Bo"
32636919,"Michienzi, Sarah M # Badowski, Melissa E"
32962613,"Gupta, Satya P"
32850978,"Verma, Navin Kumar # Fazil, Mobashar Hussain Urf Turabe # Duggan, Shane P # Kelleher, Dermot"
32564047,"Plusa, Tadeusz # Lengier # Baranowska, Alicja # Krawczyk, JarosLaw"
32844798,"Haque, N # Bari, M S # Ahmed, S # Paul, S K # Nasreen, S A # Ahamed, F # Islam, A # Roy, S # Abedin, S # Khan, M K # Fariha, R H # Debnath, P"
32537771,"Szmuda, Tomasz # Syed, Mohammad Talha # Singh, Akshita # Ali, Shan # Özdemir, Cathrine # Sloniewski, Pawel"
33218097,"Alhalaili, Badriyah # Popescu, Ileana Nicoleta # Kamoun, Olfa # Alzubi, Feras # Alawadhia, Sami # Vidu, Ruxandra"
32977575,"Lee, Byung Uk"
32361082,"Wei, Guangyue"
33098401,"Maveddat, Ashley # Mallah, Haneen # Rao, Sanjana # Ali, Kiran # Sherali, Samir # Nugent, Kenneth"
33274731,"Yang, Shangxin # Stanzione, Nicholas # Uslan, Daniel Z # Garner, Omai B # de St Maurice, Annabelle"
32631666,"Fiorelli, Silvia # Menna, Cecilia # Piccioni, Federico # Ibrahim, Mohsen # Rendina, Erino Angelo # Rocco, Monica # Massullo, Domenico"
32716648,"Asghari, Arghavan # Naseri, Mohsen # Safari, Hamidreza # Saboory, Ehsan # Parsamanesh, Negin"
32049463,"Matter, Michel"
32502116,"Yang, De # Chang, Tai # Wang, Mong # Tsai, Ping # Lin, Ta # Wang, Chin # Liang, Kung"
32522307,"Moazenzadeh, Mansoor # Jafari, Fatemeh # Farrokhnia, Mehrdad # Aliramezany, Maryam"
32387085,"Wilson, M P # Katlariwala, P # Low, G"
33160563,"Chauhan, Anil # Agarwal, Amit # Jaiswal, Nishant # Singh, Meenu"
33160564,"Lodge, Archie"
32818421,"He, Ying # Chen, Feng"
32961082,"Zhang, Chao # Zhou, Chenliang # Shi, Li # Liu, Ge"
32301630,"Gozansky, Elliott K # Moore, William H"
32294816,"Tan, F R # Qiu, Y L # Xu, Z"
32683221,"Shahzad, Shakeel # Willcox, Mark"
32956612,"Homolka, Susanne # Paulowski, Laura # Andres, Sönke # Hillemann, Doris # Jou, Ruwen # Günther, Gunar # Claassens, Mareli # Kuhns, Martin # Niemann, Stefan # Maurer, Florian P"
32764372,"Zuckerman, Neta S # Pando, Rakefet # Bucris, Efrat # Drori, Yaron # Lustig, Yaniv # Erster, Oran # Mor, Orna # Mendelson, Ella # Mandelboim, Michal"
32786273,"Jung, Yujin # Park, Gun # Moon, Jun Hye # Ku, Keunbon # Beak, Seung # Lee, Chang # Kim, Seil # Park, Edmond Changkyun # Park, Daeui # Lee, Jong # Byeon, Cheol Woo # Lee, Joong Jin # Maeng, Jin # Kim, Seong # Kim, Seung Il # Kim, Bum # Lee, Min Jun # Kim, Hong Gi"
33194423,"Abouelkhair, Mohamed A"
32703419,"Zhang, Haiyang # Tu, Jialu # Cao, Chulei # Yang, Ting # Gao, Liangcai"
32516374,"Tsai, Ming # Tsai, Wen # Pan, Hui # Hu, Chia # Chou, An # Juang, Shian # Huang, Ming # Hou, Ming"
33068880,"Shahbazi, Fatemeh # Jabbari, Masoud # Esfahani, Mohammad Nasr # Keshmiri, Amir"
32711328,"Copiello, Sergio # Grillenzoni, Carlo"
33076874,"De Angelis, Giulia # Posteraro, Brunella # Biscetti, Federico # Ianiro, Gianluca # Zileri Dal Verme, Lorenzo # Cattani, Paola # Franceschi, Francesco # Sanguinetti, Maurizio # Gasbarrini, Antonio"
32439572,"Shubber, Nour # Sheppard, Jack # Alradhawi, Mohammad # Ali, Yousif"
32394842,"Qi, Zhang # Yu, Yu"
33072702,"Chen, Jinkun # Hilt, Evann E # Li, Fan # Wu, Huan # Jiang, Zhuojing # Zhang, Qinchao # Wang, Jiling # Wang, Yifang # Li, Ziqin # Tang, Jialiang # Yang, Shangxin"
32318328,"Shi, Yulong # Zhang, Xinben # Mu, Kaijie # Peng, Cheng # Zhu, Zhengdan # Wang, Xiaoyu # Yang, Yanqing # Xu, Zhijian # Zhu, Weiliang"
32767940,"Faheem, Mohd # Singh, Vinay K"
32573788,"Baig, Abdul Mannan # Khaleeq, Areeba # Syeda, Hira"
32912123,"Roy, Debmalya # Khanra, Ipshita # Wang, Zeling # Merugu, Siva Bharath # Yunus, Fakhar # Mashausi, Dhahiri Saidi # Li, Dawei"
32905393,"Wang, Yu # Yang, Wen # Yang, Chia # Hou, Mei # Tsai, Chia # Chou, Yi # Hung, Mien # Chen, Yeh"
32768268,"Andrès, E # Pessaux, P"
32802318,"Barh, Debmalya # Tiwari, Sandeep # Silva Andrade, Bruno # Giovanetti, Marta # Almeida Costa, Eduardo # Kumavath, Ranjith # Ghosh, Preetam # Góes # Carlos Junior Alcantara, Luiz # Azevedo, Vasco"
32762214,"Pan, Xiaofang # Yao, Yanli # Cao, Chunling # Huang, Yuzhe # Wu, Jingbiao"
33009914,"Zhu, Zhenglin # Meng, Kaiwen # Liu, Gexin # Meng, Geng"
32803762,"Rahimkhoei, Vahid # Jabbari, Nassrollah # Nourani, Aynaz # Sharifi, Sina # Akbari, Ali"
32849449,"Gupta, Amit Kumar # Khan, Md Shoaib # Choudhury, Shubham # Mukhopadhyay, Adhip # Sakshi # Rastogi, Amber # Thakur, Anamika # Kumari, Pallawi # Kaur, Manmeet # Shalu # Saini, Chanchal # Sapehia, Vandna # Barkha # Patel, Pradeep Kumar # Bhamare, Kailash T # Kumar, Manoj"
33071558,"Gambino, Caterina Maria # Lo Sasso, Bruna # Colomba, Claudia # Giglio, Rosaria Vincenza # Agnello, Luisa # Bivona, Giulia # Ciaccio, Marcello"
33121615,"Uhteg, Katharine # Carroll, Karen C # Mostafa, Heba H"
32294817,"Liu, Y J # Yang, Y L # Xu, Y"
33224734,"Bozgeyik, Ibrahim"
33102628,"Krishnamoorthy, Sarayu # Swain, Basudev # Verma, R S # Gunthe, Sachin S"
33143371,"Biscetti, Federico # Rando, Maria Margherita # Nardella, Elisabetta # Cecchini, Andrea Leonardo # Bruno, Piergiorgio # Landolfi, Raffaele # Flex, Andrea"
32341947,"Wu, Erxi # Qi, Dan"
32977949,"Shi, Tzu # Huang, Yi # Chen, Chiao # Pi, Wen # Hsu, Yu # Lo, Lee # Chen, Wei # Fu, Shu # Lin, Chao"
33069201,"Banerjee, Amit Bandyopadhyay # Singh, Thakur Gurjeet # Prashar, Abhimanyu"
32742701,"Khan, Kashif Aziz # Cheung, Peter"
33236433,"Pietrasanta, Carlo # Ronchi, Andrea # Schena, Federico # Ballerini, Claudia # Testa, Lea # Artieri, Giacomo # Mercadante, Domenica # Mosca, Fabio # Pugni, Lorenza"
32903503,"Hur, Kyu # Park, Kuenyoul # Lim, Youngkuen # Jeong, Yun Sil # Sung, Heungsup # Kim, Mi"
32902940,"Lai, Yu # Chang, Chia # Lin, Chi # Yang, Yi # Chien, Chian # Wang, Peng # Chang, Cheng"
32844799,"Roy, S # Paul, S K # Barman, T K # Ahmed, S # Haque, N # Mazid, R # Debnath, P # Roy, S A"
33254708,"Olusola # Reuben, Rine Christopher"
33042771,"Panda, Sumati Kumari"
33160565,"Voysey, Merryn # Pollard, Andrew J"
32391384,"Zores, Florian # Rebeaud, Mathieu E"
32633414,"Pham, V H # Gargiulo Isacco, C # Nguyen, K C D # Le, S H # Tran, D K # Nguyen, Q V # Pham, H T # Aityan, S # Pham, S T # Cantore, S # Inchingolo, A M # Inchingolo, A D # Dipalma, G # Ballini, A # Inchingolo, F"
32550078,"Knio, Ziyad O # Shelton, J Alan # O'Gara, Tadhg"
33081907,"Yao, Mengwei # Chen, Zhuo # He, Xiao # Long, Jiaoyue # Guo, Wei # Xing, Wei # Xu, Xiang"
32831518,"Odhar, Hasanain Abdulhameed # Ahjel, Salam Waheed # Humadi, Suhad Sami"
33242027,"Elena, Bardellini # Francesca, Amadori # Federica, Veneri # Giulio, Conti # Alessandra, Majorana"
32528615,"Adebisi, Yusuff Adebayo # Oke, Gabriel Ilerioluwa # Ademola, Peter Sunday # Chinemelum, Iwendi Godsgift # Ogunkola, Isaac Olushola # Lucero"
33219814,"Akhmetzhanov, Andrei R"
33275956,"Piovani, Daniele # Christodoulou, Maria Nefeli # Hadjidemetriou, Andreas # Pantavou, Katerina # Zaza, Paraskevi # Bagos, Pantelis G # Bonovas, Stefanos # Nikolopoulos, Georgios K"
32745925,"Khalifa, Ibrahim # Nawaz, Asad # Sobhy, Remah # Althwab, Sami A # Barakat, Hassan"
32634041,"Bagheri, Masood # Rashe, Zahra # Jafari, Ahad"
33035448,"Chaw, Liling # Koh, Wee Chian # Jamaludin, Sirajul Adli # Naing, Lin # Alikhan, Mohammad Fathi # Wong, Justin"
32491982,"Lui, Grace # Lai, Christopher K C # Chen, Zigui # Tong, Sylvia L Y # Ho, Wendy C S # Yeung, Apple C M # Boon, Siaw S # Ng, Rita W Y # Chan, Paul K S"
33198855,"Li, Yuming # Wang, Jinzhong # Qin, Xiaolan # Liu, Yuntao"
32434963,"Vidya, G S # Patil, Shankargouda # Raj, A Thirumal"
32388750,"Inamo, Jun"
32836709,"Choudhury, Shuvasish # Moulick, Debojyoti # Saikia, Purbajyoti # Mazumder, Muhammed Khairujjaman"
32642390,"Mukherjee, Aveek # Ghosh, Raisa # Aftab, Ghulam"
32281897,"Plachouri, Kerasia # Georgiou, Sophia"
32374013,"Feng, Z # Zhou, M # Ji, G # Ye, L # Cheng, Y # Wang, M # Chen, J"
32579876,"Palmer, Kieran # Dick, Jonathan # French, Winifred # Floro, Lajos # Ford, Martin"
32576357,"Fang, Yipeng # Guo, Zhe # Chai, Yan # Zhang, Huijuan # Wang, Zhong"
32452469,"Bilbatua Andrés, Jon # Mudaber, Jawad # Jiménez # Arrieta Angulo, Brandon"
32838801,"Heidarpour, Maryam # Vakhshoori, Mehrbod # Abbasi, Saeed # Shafie, Davood # Rezaei, Nima"
32991148,"Siddiqui, Ruqaiyyah # Khamis, Mustafa # Ibrahim, Taleb # Khan, Naveed Ahmed"
32831522,"Belhassan, Assia # Chtita, Samir # Zaki, Hanane # Lakhlifi, Tahar # Bouachrine, Mohammed"
32726217,"Wei, Shixiong # Zhang, Lin # Cui, Huimin # Jiang, Shengli"
32753027,"Singh, Bipin"
32510339,"Tian, Bo # Gao, Fei # Fock, Jeppe # Dufva, Martin # Hansen, Mikkel Fougt"
32335161,"Santoni, Daniele # Vergni, Davide"
33100032,"Singh, P K # Pathania, S # Rawal, R K"
32714104,"Grifoni, Alba # Sidney, John # Zhang, Yun # Scheuermann, Richard H # Peters, Bjoern # Sette, Alessandro"
32949663,"Liu, Min # Li, Qianyuan # Zhou, Jun # Ai, Wen # Zheng, Xiaoling # Zeng, Jingjing # Liu, Yuwen # Xiang, Xiying # Guo, Rong # Li, Xiaoyin # Wu, Xiandi # Xu, Haiying # Jiang, Ling # Zhang, Huaqin # Chen, Jing # Tian, Lili # Luo, Jun # Luo, Chunhua"
32641092,"Ronchetti, Roberto # Bianco, Pietro Massimiliano"
32485473,"Freire # Vega # Velez, Alberto # Castillo, Paulina # Cruz, Marilyn # Garcia"
32842326,"Gao, H # Shi, W Y"
32419926,"Veljkovic, Veljko # Vergara # Segalés, Joaquim # Paessler, Slobodan"
32650037,"Hirotsu, Yosuke # Mochizuki, Hitoshi # Omata, Masao"
32367213,"Jin, Qianna # Heußel, Claus Peter # Kauczor, Hans # Cui, Wei # Lv, Guoyi"
32190890,"Iwen, Peter C # Stiles, Karen L # Pentella, Michael A"
32579874,"Pastorino, Boris # Touret, Franck # Gilles, Magali # de Lamballerie, Xavier # Charrel, Rémi N"
32143502,"Ashour, Hossam M # Elkhatib, Walid F # Rahman, Md Masudur # Elshabrawy, Hatem A"
32428303,"Fahmy, D H # El # El # Fouda, A A # Soliman, S H # El # Farnetani, F # Conti, A # Zoeir, A # Eissa, A # Eissa, R # Puliatti, S # Sighinolfi, M C # Rocco, B # Pellacani, G"
32920648,"Schmidt, Enno # Steinhagen, Katja # Rupp, Jan"
32432977,"Zhang, Ya # Zhang, Qiu # Li, Xiao # Xiong, Jin # Xiao, Shu # Wang, Zhen # Zhang, Zhe # Deng, Cheng # Yang, Xing # Wei, Hong # Yuan, Zhi # Ye, Han # Zhang, Bo"
33063773,"Tysiac # Dubiel, Agnieszka # Brzoza, Karolina # Burek, Martyna # Palkiewicz, Karolina"
32334088,"Magro, Giuseppe"
32397847,"Díez, José # Romero, Carolina # Gajardo, Rodrigo"
32703893,"Cotter, Peggy A"
32888013,"Alamar, Ihab # Abu # Heyman, Taryn # Roberts, Drucilla J # Desai, Niyati # Narula, Pramod # Dygulska, Beata"
32421495,"Jiang, Fa # Jiang, Xiao # Wang, Zhao # Meng, Zhao # Shao, Shou # Anderson, Benjamin D # Ma, Mai"
